Outlets Name,Latitude,Longitude,Company,City,links,State,state_district,county,postcode,suburb,Distance
Bajrang kgs,17.48490479,78.61062602,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48490479,78.61062602",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.052231485
SRI RAM KGS,17.49006147,78.57555664,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49006147,78.57555664",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,2.061126172
SRI SAI RAM M/H,17.4888505,78.57576811,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4888505,78.57576811",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,2.090444129
Sri venkateshwara KGS,17.48863261,78.61345159,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48863261,78.61345159",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.090776121
Keshav kirana general Store,17.4916894,78.57453718,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4916894,78.57453718",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,2.10302605
SHIVA SAI. M/H,17.49183889,78.57447014,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49183889,78.57447014",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,2.105160642
SRINIVASa medical,17.4873843,78.6134146,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4873843,78.6134146",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.14520219
Sri srinivas kgs,17.50927476,78.5754597,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50927476,78.5754597",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Saket,2.236864828
Arush kirana general Store,17.48726803,78.61473075,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48726803,78.61473075",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.266547173
Aiji mini Market,17.48768818,78.61504988,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48768818,78.61504988",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.27587965
Sr juice and pan mahal,17.48012061,78.58008104,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48012061,78.58008104",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 3 Cherlapally,2.291477407
Mahalaxmi kirana general,17.48614251,78.61441359,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48614251,78.61441359",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.29361257
MED MART PHARMACY,17.48256339,78.57715284,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48256339,78.57715284",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 3 Cherlapally,2.32086498
Sri Vasavi kirana general,17.51190562,78.5762134,Naturo,Hydrabad,"https://www.google.com/maps/search/17.51190562,78.5762134",Telangana,Medchal Malkajgiri District,Kapra mandal,500083,Jawahar Nagar,2.3222498
Mathaji kirana general Store,17.48588725,78.61460784,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48588725,78.61460784",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.323346309
Ramesh kirana general,17.48591789,78.61467394,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48591789,78.61467394",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.327458292
MADHURAMS BAKERY,17.49031969,78.57260128,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49031969,78.57260128",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,2.329261183
Sri Mahalaxmi M/H,17.49018466,78.57252435,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49018466,78.57252435",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,2.340905434
Aadhi bhavani medical,17.48551756,78.61485613,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48551756,78.61485613",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.363694215
Maa hinglaj kirana general,17.48748509,78.61598125,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48748509,78.61598125",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,,2.368456697
SRI VEERABHADRA KGS,17.49299301,78.57092955,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49299301,78.57092955",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Saket,2.421262038
Sri SRINIVAS KGS,17.47936158,78.57875395,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47936158,78.57875395",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 3 Cherlapally,2.435071655
Sri vasavi PHARMACY,17.47932665,78.57867657,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47932665,78.57867657",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 3 Cherlapally,2.44277369
Sri renuka ellamma kirana general,17.4832399,78.61430693,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4832399,78.61430693",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.445317595
Sree Ganesh kirana general,17.5131924,78.5742538,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5131924,78.5742538",Telangana,Medchal Malkajgiri District,Kapra mandal,500083,Jawahar Nagar,2.556132971
CAKE FACTORY BAKERY,17.48265451,78.61534037,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48265451,78.61534037",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.563242475
Sai kirana general Store,17.48255679,78.61568819,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48255679,78.61568819",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.59710881
Shiva sai kirana general Store,17.4856151,78.6177135,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4856151,78.6177135",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.607482857
DIVYESH KGS,17.48535806,78.61758799,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48535806,78.61758799",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.608553765
Divyesh kirana general,17.4852138,78.6175986,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4852138,78.6175986",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.616394879
SRI RAMA BAKERY,17.48014593,78.57469459,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48014593,78.57469459",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 3 Cherlapally,2.665085153
Sri vasavi kgs,17.48752654,78.57001384,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48752654,78.57001384",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,2.670164478
Kesariya kgs,17.49867594,78.56782678,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49867594,78.56782678",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,2.684792175
Rajdhani enterprises,17.4794412,78.5742653,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4794412,78.5742653",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 3 Cherlapally,2.744034466
Avan confectionery general Store,17.4793079,78.574326,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4793079,78.574326",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Kushaiguda,2.748476354
Sri Laxmi kirana general,17.47930184,78.5742736,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47930184,78.5742736",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Kushaiguda,2.752762551
Sri rajeshwar general Store,17.47943131,78.57414334,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47943131,78.57414334",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Kushaiguda,2.753770823
Hanuman traders,17.4793718,78.5741901,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4793718,78.5741901",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Kushaiguda,2.754266664
Mataji kgs,17.50723847,78.62056594,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50723847,78.62056594",Telangana,Medchal Malkajgiri District,Keesara mandal,500087,,2.757171317
AAI MATA KGS,17.50723847,78.62056594,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50723847,78.62056594",Telangana,Medchal Malkajgiri District,Keesara mandal,500087,,2.757171317
Pavan traders,17.4795133,78.573958,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4795133,78.573958",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Kushaiguda,2.762172606
Laxmi stores,17.47925996,78.57414497,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47925996,78.57414497",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 3 Cherlapally,2.765108499
Balaji traders,17.47888789,78.57442614,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47888789,78.57442614",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 3 Cherlapally,2.769583161
Dhanalakshmi traders,17.47884285,78.57437809,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47884285,78.57437809",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 3 Cherlapally,2.776169051
Sai Venkateswara  kgs,17.47972551,78.57342235,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47972551,78.57342235",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Kushaiguda,2.788743977
SRI LAXMI NARSIMA TRADERS,17.50181678,78.62242223,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50181678,78.62242223",Telangana,Medchal Malkajgiri District,Keesara mandal,500087,,2.805105893
SREE SAI PAVANI TRADERS,17.50210884,78.56671982,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50210884,78.56671982",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Ward 1 Kapra,2.827098477
Santosh kirana general,17.48481853,78.62002243,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48481853,78.62002243",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.849086339
KNS KIRANA,17.48492324,78.62011746,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48492324,78.62011746",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,,2.852807754
Sri venkateshwara cake house,17.51533555,78.57171004,Naturo,Hydrabad,"https://www.google.com/maps/search/17.51533555,78.57171004",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Jawahar Nagar,2.888329073
Anu kirana general Store,17.48448419,78.62088486,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48448419,78.62088486",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,2.941106445
PADMAVATHI KGS,17.50027482,78.56519071,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50027482,78.56519071",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Ward 1 Kapra,2.957347698
SRI SAI RAM KGS,17.48411251,78.5683674,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48411251,78.5683674",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,2.964193129
Pabu kgs,17.49272971,78.56497983,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49272971,78.56497983",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,3.01103631
Om vanita kgs,17.5006755,78.5645067,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5006755,78.5645067",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Ward 1 Kapra,3.029055925
Hanuman traders,17.51537929,78.56996838,Naturo,Hydrabad,"https://www.google.com/maps/search/17.51537929,78.56996838",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Jawahar Nagar,3.031100858
Sri Sai kirana general Store,17.48195095,78.62064322,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48195095,78.62064322",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,,3.043472469
Laxmi narasimha M/H,17.47057904,78.60891233,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47057904,78.60891233",Telangana,Medchal Malkajgiri District,Kapra mandal,500083,Cherlapally,3.072541023
SRI DHRUVA PHARMACY M/H,17.48489207,78.56674021,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48489207,78.56674021",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.075919103
Chandrika kgs,17.47060229,78.60903654,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47060229,78.60903654",Telangana,Medchal Malkajgiri District,Kapra mandal,500083,Cherlapally,3.076266468
Sree Ganesh kirana general,17.51494237,78.56905853,Naturo,Hydrabad,"https://www.google.com/maps/search/17.51494237,78.56905853",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Jawahar Nagar,3.081145475
SRI LAKSHMI M/H,17.48860654,78.56523164,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48860654,78.56523164",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,3.083106007
HANUMAN KGS,17.47754422,78.61866518,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47754422,78.61866518",Telangana,Medchal Malkajgiri District,Kapra mandal,500083,,3.14084606
Krishna kirana,17.4877955,78.5647283,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4877955,78.5647283",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,3.155949661
Ramdev l/g,17.48739444,78.56455963,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48739444,78.56455963",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,3.184827337
The cake kingdom,17.4872261,78.5643357,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4872261,78.5643357",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,3.211502715
Suguna stationery,17.47598591,78.57067613,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47598591,78.57067613",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.242006136
Patel bakery,17.48034636,78.56732635,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48034636,78.56732635",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.243066493
Shivani kgs,17.50982852,78.56445727,Naturo,Hydrabad,"https://www.google.com/maps/search/17.50982852,78.56445727",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Jawahar Nagar,3.251052627
Sri sai Datta M/H,17.4798145,78.6218619,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4798145,78.6218619",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,3.260934294
Balaji ramratan dry fruits,17.47984222,78.62190268,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47984222,78.62190268",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,3.262810394
JAGDAMBA,17.4833052,78.6239977,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4833052,78.6239977",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,,3.272234805
Sai Charan kirana general,17.4803106,78.5668078,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4803106,78.5668078",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.288790879
Manikanta  kgs,17.47807703,78.5681509,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47807703,78.5681509",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.3041086
Mahima kirana general,17.47640363,78.56937251,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47640363,78.56937251",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.312466395
Bondhu kirana general,17.47636871,78.56936395,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47636871,78.56936395",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.315376062
Sri Vishnu kgs,17.47990916,78.62259034,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47990916,78.62259034",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,,3.316825793
SREE SAI KGS,17.47997978,78.62265767,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47997978,78.62265767",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,,3.318700236
GANESH KGS,17.47931048,78.56707093,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47931048,78.56707093",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.321155763
Ramlal kirana general,17.4804819,78.5662219,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4804819,78.5662219",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.329614472
Navya kirana general,17.47593818,78.56931353,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47593818,78.56931353",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.347183148
THAKURJI PROVISION,17.47977055,78.62292886,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47977055,78.62292886",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,,3.352814188
Sri manikanta kirana general Store,17.48064054,78.62348411,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48064054,78.62348411",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,,3.354436285
Thakurji provision,17.47970732,78.62303253,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47970732,78.62303253",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,,3.364954863
Pharma plus,17.48073635,78.56532078,Naturo,Hydrabad,"https://www.google.com/maps/search/17.48073635,78.56532078",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.394039258
Shivas Rama bakers,17.4733498,78.5704317,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4733498,78.5704317",Telangana,Medchal Malkajgiri District,Kapra mandal,500040,Ward 3 Cherlapally,3.442089748
Ambika kirana general,17.4806351,78.5648144,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4806351,78.5648144",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.44294366
Dry fruits kirana,17.4806478,78.5646442,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4806478,78.5646442",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.457078014
Sri balaji hanuman mithai bhandar,17.4737683,78.5696883,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4737683,78.5696883",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 2 Dr A S Rao Nagar,3.465667453
JAMWAI MATHA KGS,17.46332043,78.59941042,Naturo,Hydrabad,"https://www.google.com/maps/search/17.46332043,78.59941042",Telangana,Medchal Malkajgiri District,Kapra mandal,500083,Ward 3 Cherlapally,3.480435237
Sri Surya medical,17.4813,78.5640055,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4813,78.5640055",Telangana,Medchal Malkajgiri District,Kapra mandal,500062,Ward 1 Kapra,3.481296639
Mathaji kirana general Store,17.4792367,78.6241218,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4792367,78.6241218",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,3.482152646
Dinesh kirana general,17.51207087,78.56273125,Naturo,Hydrabad,"https://www.google.com/maps/search/17.51207087,78.56273125",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Jawahar Nagar,3.497359276
Alien bakery,17.47920533,78.6245026,Naturo,Hydrabad,"https://www.google.com/maps/search/17.47920533,78.6245026",Telangana,Medchal Malkajgiri District,Keesara mandal,500083,Nagaram,3.516087486
Sri siddhi vinayak kirana general,17.5126513,78.5627471,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5126513,78.5627471",Telangana,Medchal Malkajgiri District,Kapra mandal,500087,Jawahar Nagar,3.520006664
